passenger_id,name,passenger_type,loyalty_level
P082408,Passenger_82408,LOYALTY,3
P082409,Passenger_82409,NORMAL,1
P082410,Passenger_82410,VIP,0
P082411,Passenger_82411,VIP,0
P082412,Passenger_82412,UNACCOMPANIED_MINOR,4
P082413,Passenger_82413,LOYALTY,0
P082414,Passenger_82414,VIP,2
P082415,Passenger_82415,LOYALTY,2
P082416,Passenger_82416,UNACCOMPANIED_MINOR,1
P082417,Passenger_82417,LOYALTY,2
P082418,Passenger_82418,NORMAL,3
P082419,Passenger_82419,NORMAL,0
P082420,Passenger_82420,LOYALTY,0
P082421,Passenger_82421,NORMAL,3
P082422,Passenger_82422,UNACCOMPANIED_MINOR,1
P082423,Passenger_82423,NORMAL,2
P082424,Passenger_82424,NORMAL,2
P082425,Passenger_82425,VIP,0
P082426,Passenger_82426,VIP,1
P082427,Passenger_82427,UNACCOMPANIED_MINOR,4
P082428,Passenger_82428,NORMAL,4
P082429,Passenger_82429,VIP,2
P082430,Passenger_82430,LOYALTY,0
P082431,Passenger_82431,LOYALTY,2
P082432,Passenger_82432,NORMAL,2
P082433,Passenger_82433,UNACCOMPANIED_MINOR,1
P082434,Passenger_82434,NORMAL,3
P082435,Passenger_82435,VIP,2
P082436,Passenger_82436,NORMAL,1
P082437,Passenger_82437,NORMAL,0
P082438,Passenger_82438,LOYALTY,4
P082439,Passenger_82439,LOYALTY,2
P082440,Passenger_82440,VIP,3
P082441,Passenger_82441,UNACCOMPANIED_MINOR,2
P082442,Passenger_82442,UNACCOMPANIED_MINOR,2
P082443,Passenger_82443,VIP,1
P082444,Passenger_82444,VIP,0
P082445,Passenger_82445,NORMAL,0
P082446,Passenger_82446,NORMAL,3
P082447,Passenger_82447,UNACCOMPANIED_MINOR,3
P082448,Passenger_82448,NORMAL,3
P082449,Passenger_82449,NORMAL,3
P082450,Passenger_82450,LOYALTY,4
P082451,Passenger_82451,VIP,3
P082452,Passenger_82452,VIP,1
P082453,Passenger_82453,LOYALTY,0
P082454,Passenger_82454,LOYALTY,0
P082455,Passenger_82455,NORMAL,1
P082456,Passenger_82456,VIP,0
P082457,Passenger_82457,UNACCOMPANIED_MINOR,0
P082458,Passenger_82458,VIP,4
P082459,Passenger_82459,UNACCOMPANIED_MINOR,4
P082460,Passenger_82460,LOYALTY,3
P082461,Passenger_82461,VIP,3
P082462,Passenger_82462,LOYALTY,2
P082463,Passenger_82463,VIP,4
P082464,Passenger_82464,UNACCOMPANIED_MINOR,1
P082465,Passenger_82465,LOYALTY,1
P082466,Passenger_82466,NORMAL,2
P082467,Passenger_82467,VIP,4
P082468,Passenger_82468,UNACCOMPANIED_MINOR,4
P082469,Passenger_82469,NORMAL,1
P082470,Passenger_82470,LOYALTY,4
P082471,Passenger_82471,VIP,3
P082472,Passenger_82472,VIP,4
P082473,Passenger_82473,NORMAL,4
P082474,Passenger_82474,NORMAL,1
P082475,Passenger_82475,LOYALTY,4
P082476,Passenger_82476,NORMAL,0
P082477,Passenger_82477,VIP,4
P082478,Passenger_82478,VIP,1
P082479,Passenger_82479,VIP,0
P082480,Passenger_82480,VIP,3
P082481,Passenger_82481,NORMAL,0
P082482,Passenger_82482,NORMAL,4
P082483,Passenger_82483,UNACCOMPANIED_MINOR,4
P082484,Passenger_82484,LOYALTY,2
P082485,Passenger_82485,NORMAL,3
P082486,Passenger_82486,LOYALTY,1
P082487,Passenger_82487,NORMAL,1
P082488,Passenger_82488,UNACCOMPANIED_MINOR,1
P082489,Passenger_82489,NORMAL,2
P082490,Passenger_82490,VIP,1
P082491,Passenger_82491,NORMAL,0
P082492,Passenger_82492,LOYALTY,3
P082493,Passenger_82493,VIP,4
P082494,Passenger_82494,NORMAL,1
P082495,Passenger_82495,VIP,3
P082496,Passenger_82496,VIP,4
P082497,Passenger_82497,VIP,4
P082498,Passenger_82498,UNACCOMPANIED_MINOR,0
P082499,Passenger_82499,LOYALTY,0
P082500,Passenger_82500,LOYALTY,4
P082501,Passenger_82501,NORMAL,1
P082502,Passenger_82502,VIP,2
P082503,Passenger_82503,NORMAL,2
P082504,Passenger_82504,LOYALTY,1
P082505,Passenger_82505,VIP,4
P082506,Passenger_82506,LOYALTY,1
P082507,Passenger_82507,VIP,2
P082508,Passenger_82508,VIP,4
P082509,Passenger_82509,UNACCOMPANIED_MINOR,0
P082510,Passenger_82510,VIP,0
P082511,Passenger_82511,NORMAL,2
P082512,Passenger_82512,LOYALTY,0
P082513,Passenger_82513,LOYALTY,1
P082514,Passenger_82514,LOYALTY,3
P082515,Passenger_82515,VIP,3
P082516,Passenger_82516,NORMAL,0
P082517,Passenger_82517,UNACCOMPANIED_MINOR,1
P082518,Passenger_82518,UNACCOMPANIED_MINOR,0
P082519,Passenger_82519,NORMAL,0
P082520,Passenger_82520,NORMAL,4
P082521,Passenger_82521,NORMAL,1
P082522,Passenger_82522,VIP,2
P082523,Passenger_82523,VIP,1
P082524,Passenger_82524,UNACCOMPANIED_MINOR,1
P082525,Passenger_82525,NORMAL,0
P082526,Passenger_82526,NORMAL,4
P082527,Passenger_82527,LOYALTY,4
P082528,Passenger_82528,UNACCOMPANIED_MINOR,0
P082529,Passenger_82529,VIP,4
P082530,Passenger_82530,NORMAL,1
P082531,Passenger_82531,VIP,2
P082532,Passenger_82532,LOYALTY,2
P082533,Passenger_82533,NORMAL,2
P082534,Passenger_82534,VIP,4
P082535,Passenger_82535,VIP,3
P082536,Passenger_82536,UNACCOMPANIED_MINOR,0
P082537,Passenger_82537,VIP,3
P082538,Passenger_82538,VIP,0
P082539,Passenger_82539,VIP,3
P082540,Passenger_82540,VIP,0
P082541,Passenger_82541,LOYALTY,2
P082542,Passenger_82542,VIP,2
P082543,Passenger_82543,UNACCOMPANIED_MINOR,1
P082544,Passenger_82544,LOYALTY,3
P082545,Passenger_82545,LOYALTY,0
P082546,Passenger_82546,VIP,2
P082547,Passenger_82547,NORMAL,0
P082548,Passenger_82548,VIP,2
P082549,Passenger_82549,LOYALTY,0
P082550,Passenger_82550,VIP,3
P082551,Passenger_82551,UNACCOMPANIED_MINOR,0
P082552,Passenger_82552,UNACCOMPANIED_MINOR,2
P082553,Passenger_82553,UNACCOMPANIED_MINOR,0
P082554,Passenger_82554,VIP,2
P082555,Passenger_82555,VIP,1
P082556,Passenger_82556,LOYALTY,4
P082557,Passenger_82557,LOYALTY,4
P082558,Passenger_82558,LOYALTY,3
P082559,Passenger_82559,NORMAL,2
P082560,Passenger_82560,UNACCOMPANIED_MINOR,3
P082561,Passenger_82561,NORMAL,3
P082562,Passenger_82562,NORMAL,0
P082563,Passenger_82563,UNACCOMPANIED_MINOR,4
P082564,Passenger_82564,NORMAL,3
P082565,Passenger_82565,VIP,2
P082566,Passenger_82566,UNACCOMPANIED_MINOR,2
P082567,Passenger_82567,NORMAL,1
P082568,Passenger_82568,NORMAL,4
P082569,Passenger_82569,NORMAL,3
P082570,Passenger_82570,VIP,1
P082571,Passenger_82571,NORMAL,2
P082572,Passenger_82572,NORMAL,4
P082573,Passenger_82573,NORMAL,2
P082574,Passenger_82574,LOYALTY,3
P082575,Passenger_82575,UNACCOMPANIED_MINOR,0
P082576,Passenger_82576,NORMAL,4
P082577,Passenger_82577,NORMAL,1
P082578,Passenger_82578,UNACCOMPANIED_MINOR,1
P082579,Passenger_82579,NORMAL,0
P082580,Passenger_82580,VIP,1
P082581,Passenger_82581,NORMAL,0
P082582,Passenger_82582,NORMAL,4
P082583,Passenger_82583,LOYALTY,3
P082584,Passenger_82584,LOYALTY,3
P082585,Passenger_82585,VIP,4
P082586,Passenger_82586,UNACCOMPANIED_MINOR,1
P082587,Passenger_82587,VIP,0
P082588,Passenger_82588,UNACCOMPANIED_MINOR,4
P082589,Passenger_82589,NORMAL,4
P082590,Passenger_82590,LOYALTY,3
P082591,Passenger_82591,VIP,4
P082592,Passenger_82592,VIP,2
P082593,Passenger_82593,LOYALTY,4
P082594,Passenger_82594,UNACCOMPANIED_MINOR,0
P082595,Passenger_82595,NORMAL,4
P082596,Passenger_82596,UNACCOMPANIED_MINOR,0
P082597,Passenger_82597,LOYALTY,3
P082598,Passenger_82598,NORMAL,2
P082599,Passenger_82599,UNACCOMPANIED_MINOR,2
P082600,Passenger_82600,NORMAL,3
P082601,Passenger_82601,LOYALTY,1
P082602,Passenger_82602,NORMAL,0
P082603,Passenger_82603,VIP,2
P082604,Passenger_82604,LOYALTY,0
P082605,Passenger_82605,VIP,0
P082606,Passenger_82606,NORMAL,3
P082607,Passenger_82607,UNACCOMPANIED_MINOR,0
P082608,Passenger_82608,NORMAL,2
P082609,Passenger_82609,LOYALTY,4
P082610,Passenger_82610,LOYALTY,0
P082611,Passenger_82611,NORMAL,2
P082612,Passenger_82612,UNACCOMPANIED_MINOR,0
P082613,Passenger_82613,LOYALTY,2
P082614,Passenger_82614,NORMAL,2
P082615,Passenger_82615,UNACCOMPANIED_MINOR,1
P082616,Passenger_82616,VIP,0
P082617,Passenger_82617,LOYALTY,4
P082618,Passenger_82618,VIP,3
P082619,Passenger_82619,LOYALTY,0
P082620,Passenger_82620,VIP,4
P082621,Passenger_82621,NORMAL,3
P082622,Passenger_82622,UNACCOMPANIED_MINOR,2
P082623,Passenger_82623,NORMAL,4
P082624,Passenger_82624,NORMAL,1
P082625,Passenger_82625,NORMAL,1
P082626,Passenger_82626,LOYALTY,2
P082627,Passenger_82627,VIP,3
P082628,Passenger_82628,LOYALTY,3
P082629,Passenger_82629,LOYALTY,1
P082630,Passenger_82630,UNACCOMPANIED_MINOR,1
P082631,Passenger_82631,NORMAL,0
P082632,Passenger_82632,LOYALTY,2
P082633,Passenger_82633,VIP,4
P082634,Passenger_82634,LOYALTY,0
P082635,Passenger_82635,UNACCOMPANIED_MINOR,0
P082636,Passenger_82636,UNACCOMPANIED_MINOR,0
P082637,Passenger_82637,VIP,3
P082638,Passenger_82638,UNACCOMPANIED_MINOR,3
P082639,Passenger_82639,NORMAL,3
P082640,Passenger_82640,NORMAL,3
P082641,Passenger_82641,UNACCOMPANIED_MINOR,4
P082642,Passenger_82642,LOYALTY,3
P082643,Passenger_82643,UNACCOMPANIED_MINOR,4
P082644,Passenger_82644,VIP,2
P082645,Passenger_82645,NORMAL,0
P082646,Passenger_82646,NORMAL,1
P082647,Passenger_82647,LOYALTY,0
P082648,Passenger_82648,VIP,4
P082649,Passenger_82649,NORMAL,3
P082650,Passenger_82650,NORMAL,4
P082651,Passenger_82651,VIP,1
P082652,Passenger_82652,LOYALTY,0
P082653,Passenger_82653,UNACCOMPANIED_MINOR,0
P082654,Passenger_82654,LOYALTY,2
P082655,Passenger_82655,NORMAL,4
P082656,Passenger_82656,NORMAL,2
P082657,Passenger_82657,LOYALTY,3
P082658,Passenger_82658,LOYALTY,2
P082659,Passenger_82659,NORMAL,0
P082660,Passenger_82660,VIP,0
P082661,Passenger_82661,VIP,0
P082662,Passenger_82662,UNACCOMPANIED_MINOR,3
P082663,Passenger_82663,NORMAL,4
P082664,Passenger_82664,NORMAL,0
P082665,Passenger_82665,UNACCOMPANIED_MINOR,1
P082666,Passenger_82666,NORMAL,4
P082667,Passenger_82667,NORMAL,2
P082668,Passenger_82668,LOYALTY,4
P082669,Passenger_82669,VIP,3
P082670,Passenger_82670,VIP,3
P082671,Passenger_82671,VIP,4
P082672,Passenger_82672,UNACCOMPANIED_MINOR,2
P082673,Passenger_82673,LOYALTY,0
P082674,Passenger_82674,NORMAL,0
P082675,Passenger_82675,VIP,2
P082676,Passenger_82676,VIP,2
P082677,Passenger_82677,LOYALTY,0
P082678,Passenger_82678,NORMAL,4
P082679,Passenger_82679,UNACCOMPANIED_MINOR,2
P082680,Passenger_82680,NORMAL,3
P082681,Passenger_82681,UNACCOMPANIED_MINOR,3
P082682,Passenger_82682,UNACCOMPANIED_MINOR,3
P082683,Passenger_82683,NORMAL,0
P082684,Passenger_82684,UNACCOMPANIED_MINOR,4
P082685,Passenger_82685,VIP,2
P082686,Passenger_82686,LOYALTY,0
P082687,Passenger_82687,VIP,0
P082688,Passenger_82688,UNACCOMPANIED_MINOR,0
P082689,Passenger_82689,UNACCOMPANIED_MINOR,4
P082690,Passenger_82690,LOYALTY,0
P082691,Passenger_82691,LOYALTY,3
P082692,Passenger_82692,VIP,3
P082693,Passenger_82693,LOYALTY,2
P082694,Passenger_82694,LOYALTY,2
P082695,Passenger_82695,UNACCOMPANIED_MINOR,4
P082696,Passenger_82696,LOYALTY,2
P082697,Passenger_82697,UNACCOMPANIED_MINOR,1
P082698,Passenger_82698,NORMAL,0
P082699,Passenger_82699,NORMAL,3
P082700,Passenger_82700,NORMAL,1
P082701,Passenger_82701,UNACCOMPANIED_MINOR,4
P082702,Passenger_82702,NORMAL,4
P082703,Passenger_82703,VIP,0
P082704,Passenger_82704,UNACCOMPANIED_MINOR,2
P082705,Passenger_82705,VIP,1
P082706,Passenger_82706,UNACCOMPANIED_MINOR,2
P082707,Passenger_82707,VIP,1
P082708,Passenger_82708,NORMAL,0
P082709,Passenger_82709,VIP,4
P082710,Passenger_82710,NORMAL,4
P082711,Passenger_82711,UNACCOMPANIED_MINOR,0
P082712,Passenger_82712,NORMAL,4
P082713,Passenger_82713,LOYALTY,4
P082714,Passenger_82714,LOYALTY,3
P082715,Passenger_82715,NORMAL,2
P082716,Passenger_82716,LOYALTY,0
P082717,Passenger_82717,LOYALTY,2
P082718,Passenger_82718,LOYALTY,4
P082719,Passenger_82719,LOYALTY,2
P082720,Passenger_82720,VIP,0
P082721,Passenger_82721,LOYALTY,2
P082722,Passenger_82722,UNACCOMPANIED_MINOR,0
P082723,Passenger_82723,NORMAL,0
P082724,Passenger_82724,UNACCOMPANIED_MINOR,3
P082725,Passenger_82725,LOYALTY,3
P082726,Passenger_82726,UNACCOMPANIED_MINOR,2
P082727,Passenger_82727,LOYALTY,2
P082728,Passenger_82728,VIP,1
P082729,Passenger_82729,VIP,3
P082730,Passenger_82730,VIP,3
P082731,Passenger_82731,LOYALTY,2
P082732,Passenger_82732,NORMAL,3
P082733,Passenger_82733,VIP,0
P082734,Passenger_82734,LOYALTY,3
P082735,Passenger_82735,LOYALTY,3
P082736,Passenger_82736,UNACCOMPANIED_MINOR,0
P082737,Passenger_82737,LOYALTY,0
P082738,Passenger_82738,UNACCOMPANIED_MINOR,3
P082739,Passenger_82739,VIP,1
P082740,Passenger_82740,UNACCOMPANIED_MINOR,2
P082741,Passenger_82741,LOYALTY,0
P082742,Passenger_82742,UNACCOMPANIED_MINOR,3
P082743,Passenger_82743,VIP,4
P082744,Passenger_82744,LOYALTY,1
P082745,Passenger_82745,NORMAL,2
P082746,Passenger_82746,NORMAL,1
P082747,Passenger_82747,LOYALTY,0
P082748,Passenger_82748,VIP,0
P082749,Passenger_82749,LOYALTY,2
P082750,Passenger_82750,NORMAL,3
P082751,Passenger_82751,LOYALTY,0
P082752,Passenger_82752,UNACCOMPANIED_MINOR,4
P082753,Passenger_82753,UNACCOMPANIED_MINOR,4
P082754,Passenger_82754,VIP,3
P082755,Passenger_82755,VIP,4
P082756,Passenger_82756,VIP,4
P082757,Passenger_82757,VIP,1
P082758,Passenger_82758,UNACCOMPANIED_MINOR,1
P082759,Passenger_82759,NORMAL,4
P082760,Passenger_82760,VIP,4
P082761,Passenger_82761,VIP,4
P082762,Passenger_82762,NORMAL,4
P082763,Passenger_82763,VIP,0
P082764,Passenger_82764,NORMAL,3
P082765,Passenger_82765,VIP,0
P082766,Passenger_82766,VIP,2
P082767,Passenger_82767,VIP,2
P082768,Passenger_82768,UNACCOMPANIED_MINOR,3
P082769,Passenger_82769,UNACCOMPANIED_MINOR,3
P082770,Passenger_82770,UNACCOMPANIED_MINOR,4
P082771,Passenger_82771,VIP,3
P082772,Passenger_82772,UNACCOMPANIED_MINOR,4
P082773,Passenger_82773,UNACCOMPANIED_MINOR,0
P082774,Passenger_82774,UNACCOMPANIED_MINOR,2
P082775,Passenger_82775,LOYALTY,1
P082776,Passenger_82776,UNACCOMPANIED_MINOR,0
P082777,Passenger_82777,LOYALTY,2
P082778,Passenger_82778,UNACCOMPANIED_MINOR,1
P082779,Passenger_82779,VIP,1
P082780,Passenger_82780,VIP,3
P082781,Passenger_82781,VIP,0
P082782,Passenger_82782,LOYALTY,3
P082783,Passenger_82783,VIP,1
P082784,Passenger_82784,NORMAL,0
P082785,Passenger_82785,UNACCOMPANIED_MINOR,1
P082786,Passenger_82786,LOYALTY,2
P082787,Passenger_82787,LOYALTY,1
P082788,Passenger_82788,LOYALTY,1
P082789,Passenger_82789,VIP,4
P082790,Passenger_82790,NORMAL,2
P082791,Passenger_82791,LOYALTY,2
P082792,Passenger_82792,UNACCOMPANIED_MINOR,2
P082793,Passenger_82793,UNACCOMPANIED_MINOR,3
P082794,Passenger_82794,NORMAL,3
P082795,Passenger_82795,UNACCOMPANIED_MINOR,1
P082796,Passenger_82796,NORMAL,2
P082797,Passenger_82797,UNACCOMPANIED_MINOR,4
P082798,Passenger_82798,NORMAL,1
P082799,Passenger_82799,VIP,2
P082800,Passenger_82800,UNACCOMPANIED_MINOR,2
P082801,Passenger_82801,UNACCOMPANIED_MINOR,3
P082802,Passenger_82802,UNACCOMPANIED_MINOR,2
P082803,Passenger_82803,VIP,4
P082804,Passenger_82804,VIP,2
P082805,Passenger_82805,LOYALTY,4
P082806,Passenger_82806,LOYALTY,1
P082807,Passenger_82807,NORMAL,3
P082808,Passenger_82808,LOYALTY,2
P082809,Passenger_82809,UNACCOMPANIED_MINOR,1
P082810,Passenger_82810,VIP,2
P082811,Passenger_82811,VIP,2
P082812,Passenger_82812,VIP,0
P082813,Passenger_82813,VIP,0
P082814,Passenger_82814,NORMAL,3
P082815,Passenger_82815,LOYALTY,3
P082816,Passenger_82816,VIP,1
P082817,Passenger_82817,NORMAL,1
P082818,Passenger_82818,UNACCOMPANIED_MINOR,0
P082819,Passenger_82819,LOYALTY,4
P082820,Passenger_82820,NORMAL,4
P082821,Passenger_82821,VIP,4
P082822,Passenger_82822,VIP,0
P082823,Passenger_82823,VIP,3
P082824,Passenger_82824,UNACCOMPANIED_MINOR,4
P082825,Passenger_82825,LOYALTY,4
P082826,Passenger_82826,VIP,3
P082827,Passenger_82827,LOYALTY,1
P082828,Passenger_82828,UNACCOMPANIED_MINOR,2
P082829,Passenger_82829,NORMAL,2
P082830,Passenger_82830,LOYALTY,3
P082831,Passenger_82831,NORMAL,1
P082832,Passenger_82832,LOYALTY,3
P082833,Passenger_82833,VIP,0
P082834,Passenger_82834,VIP,4
P082835,Passenger_82835,NORMAL,2
P082836,Passenger_82836,LOYALTY,1
P082837,Passenger_82837,UNACCOMPANIED_MINOR,4
P082838,Passenger_82838,LOYALTY,3
P082839,Passenger_82839,NORMAL,0
P082840,Passenger_82840,LOYALTY,2
P082841,Passenger_82841,LOYALTY,3
P082842,Passenger_82842,NORMAL,1
P082843,Passenger_82843,NORMAL,3
P082844,Passenger_82844,NORMAL,0
P082845,Passenger_82845,LOYALTY,0
P082846,Passenger_82846,NORMAL,0
P082847,Passenger_82847,NORMAL,0
P082848,Passenger_82848,UNACCOMPANIED_MINOR,3
P082849,Passenger_82849,UNACCOMPANIED_MINOR,4
P082850,Passenger_82850,UNACCOMPANIED_MINOR,2
P082851,Passenger_82851,NORMAL,2
P082852,Passenger_82852,NORMAL,4
P082853,Passenger_82853,UNACCOMPANIED_MINOR,1
P082854,Passenger_82854,VIP,1
P082855,Passenger_82855,VIP,1
P082856,Passenger_82856,UNACCOMPANIED_MINOR,4
P082857,Passenger_82857,UNACCOMPANIED_MINOR,3
P082858,Passenger_82858,VIP,2
P082859,Passenger_82859,UNACCOMPANIED_MINOR,3
P082860,Passenger_82860,NORMAL,2
P082861,Passenger_82861,UNACCOMPANIED_MINOR,2
P082862,Passenger_82862,LOYALTY,1
P082863,Passenger_82863,VIP,0
P082864,Passenger_82864,NORMAL,1
P082865,Passenger_82865,VIP,0
P082866,Passenger_82866,UNACCOMPANIED_MINOR,2
P082867,Passenger_82867,VIP,3
P082868,Passenger_82868,UNACCOMPANIED_MINOR,0
P082869,Passenger_82869,NORMAL,3
P082870,Passenger_82870,NORMAL,3
P082871,Passenger_82871,VIP,3
P082872,Passenger_82872,NORMAL,2
P082873,Passenger_82873,VIP,3
P082874,Passenger_82874,VIP,3
P082875,Passenger_82875,VIP,3
P082876,Passenger_82876,VIP,2
P082877,Passenger_82877,LOYALTY,2
P082878,Passenger_82878,LOYALTY,3
P082879,Passenger_82879,UNACCOMPANIED_MINOR,0
P082880,Passenger_82880,NORMAL,0
P082881,Passenger_82881,LOYALTY,2
P082882,Passenger_82882,LOYALTY,0
P082883,Passenger_82883,NORMAL,3
P082884,Passenger_82884,VIP,1
P082885,Passenger_82885,LOYALTY,4
P082886,Passenger_82886,LOYALTY,3
P082887,Passenger_82887,LOYALTY,4
P082888,Passenger_82888,LOYALTY,1
P082889,Passenger_82889,VIP,3
P082890,Passenger_82890,NORMAL,4
P082891,Passenger_82891,LOYALTY,3
P082892,Passenger_82892,LOYALTY,4
P082893,Passenger_82893,LOYALTY,1
P082894,Passenger_82894,LOYALTY,0
P082895,Passenger_82895,NORMAL,4
P082896,Passenger_82896,VIP,2
P082897,Passenger_82897,UNACCOMPANIED_MINOR,4
P082898,Passenger_82898,NORMAL,0
P082899,Passenger_82899,LOYALTY,0
P082900,Passenger_82900,UNACCOMPANIED_MINOR,4
P082901,Passenger_82901,LOYALTY,1
P082902,Passenger_82902,NORMAL,2
P082903,Passenger_82903,VIP,1
P082904,Passenger_82904,UNACCOMPANIED_MINOR,0
P082905,Passenger_82905,UNACCOMPANIED_MINOR,1
P082906,Passenger_82906,VIP,3
P082907,Passenger_82907,VIP,1
P082908,Passenger_82908,UNACCOMPANIED_MINOR,4
P082909,Passenger_82909,UNACCOMPANIED_MINOR,3
P082910,Passenger_82910,UNACCOMPANIED_MINOR,4
P082911,Passenger_82911,UNACCOMPANIED_MINOR,0
P082912,Passenger_82912,VIP,1
P082913,Passenger_82913,NORMAL,1
P082914,Passenger_82914,NORMAL,3
P082915,Passenger_82915,VIP,3
P082916,Passenger_82916,NORMAL,2
P082917,Passenger_82917,NORMAL,1
P082918,Passenger_82918,LOYALTY,2
P082919,Passenger_82919,NORMAL,1
P082920,Passenger_82920,UNACCOMPANIED_MINOR,4
P082921,Passenger_82921,NORMAL,0
P082922,Passenger_82922,VIP,3
P082923,Passenger_82923,NORMAL,3
P082924,Passenger_82924,VIP,0
P082925,Passenger_82925,UNACCOMPANIED_MINOR,2
P082926,Passenger_82926,LOYALTY,1
P082927,Passenger_82927,LOYALTY,3
P082928,Passenger_82928,NORMAL,1
P082929,Passenger_82929,NORMAL,1
P082930,Passenger_82930,VIP,2
P082931,Passenger_82931,LOYALTY,2
P082932,Passenger_82932,UNACCOMPANIED_MINOR,1
P082933,Passenger_82933,VIP,1
P082934,Passenger_82934,NORMAL,0
P082935,Passenger_82935,LOYALTY,4
P082936,Passenger_82936,NORMAL,2
P082937,Passenger_82937,LOYALTY,1
P082938,Passenger_82938,VIP,3
P082939,Passenger_82939,UNACCOMPANIED_MINOR,1
P082940,Passenger_82940,UNACCOMPANIED_MINOR,3
P082941,Passenger_82941,UNACCOMPANIED_MINOR,2
P082942,Passenger_82942,UNACCOMPANIED_MINOR,3
P082943,Passenger_82943,UNACCOMPANIED_MINOR,4
P082944,Passenger_82944,NORMAL,4
P082945,Passenger_82945,NORMAL,0
P082946,Passenger_82946,UNACCOMPANIED_MINOR,1
P082947,Passenger_82947,LOYALTY,4
P082948,Passenger_82948,VIP,3
P082949,Passenger_82949,LOYALTY,3
P082950,Passenger_82950,LOYALTY,2
P082951,Passenger_82951,UNACCOMPANIED_MINOR,1
P082952,Passenger_82952,LOYALTY,0
P082953,Passenger_82953,NORMAL,1
P082954,Passenger_82954,VIP,0
P082955,Passenger_82955,VIP,2
P082956,Passenger_82956,VIP,1
P082957,Passenger_82957,LOYALTY,3
P082958,Passenger_82958,VIP,4
P082959,Passenger_82959,VIP,3
P082960,Passenger_82960,NORMAL,0
P082961,Passenger_82961,UNACCOMPANIED_MINOR,4
P082962,Passenger_82962,UNACCOMPANIED_MINOR,3
P082963,Passenger_82963,NORMAL,4
P082964,Passenger_82964,NORMAL,0
P082965,Passenger_82965,UNACCOMPANIED_MINOR,4
P082966,Passenger_82966,LOYALTY,3
P082967,Passenger_82967,NORMAL,0
P082968,Passenger_82968,VIP,0
P082969,Passenger_82969,NORMAL,2
P082970,Passenger_82970,LOYALTY,1
P082971,Passenger_82971,NORMAL,0
P082972,Passenger_82972,VIP,4
P082973,Passenger_82973,NORMAL,3
P082974,Passenger_82974,NORMAL,1
P082975,Passenger_82975,NORMAL,3
P082976,Passenger_82976,UNACCOMPANIED_MINOR,1
P082977,Passenger_82977,UNACCOMPANIED_MINOR,1
P082978,Passenger_82978,LOYALTY,2
P082979,Passenger_82979,UNACCOMPANIED_MINOR,1
P082980,Passenger_82980,LOYALTY,1
P082981,Passenger_82981,UNACCOMPANIED_MINOR,0
P082982,Passenger_82982,LOYALTY,1
P082983,Passenger_82983,LOYALTY,1
P082984,Passenger_82984,LOYALTY,2
P082985,Passenger_82985,NORMAL,4
P082986,Passenger_82986,NORMAL,2
P082987,Passenger_82987,LOYALTY,0
P082988,Passenger_82988,LOYALTY,1
P082989,Passenger_82989,NORMAL,3
P082990,Passenger_82990,VIP,4
P082991,Passenger_82991,NORMAL,2
P082992,Passenger_82992,LOYALTY,0
P082993,Passenger_82993,NORMAL,4
P082994,Passenger_82994,UNACCOMPANIED_MINOR,0
P082995,Passenger_82995,LOYALTY,3
P082996,Passenger_82996,NORMAL,4
P082997,Passenger_82997,UNACCOMPANIED_MINOR,0
P082998,Passenger_82998,NORMAL,2
P082999,Passenger_82999,NORMAL,4
P083000,Passenger_83000,VIP,3
P083001,Passenger_83001,NORMAL,2
P083002,Passenger_83002,NORMAL,1
P083003,Passenger_83003,VIP,1
P083004,Passenger_83004,NORMAL,4
P083005,Passenger_83005,VIP,0
P083006,Passenger_83006,UNACCOMPANIED_MINOR,1
P083007,Passenger_83007,VIP,1
P083008,Passenger_83008,UNACCOMPANIED_MINOR,2
P083009,Passenger_83009,VIP,1
P083010,Passenger_83010,UNACCOMPANIED_MINOR,0
P083011,Passenger_83011,NORMAL,2
P083012,Passenger_83012,UNACCOMPANIED_MINOR,3
P083013,Passenger_83013,UNACCOMPANIED_MINOR,1
P083014,Passenger_83014,LOYALTY,0
P083015,Passenger_83015,UNACCOMPANIED_MINOR,0
P083016,Passenger_83016,NORMAL,4
P083017,Passenger_83017,LOYALTY,3
P083018,Passenger_83018,LOYALTY,3
P083019,Passenger_83019,VIP,0
P083020,Passenger_83020,UNACCOMPANIED_MINOR,3
P083021,Passenger_83021,VIP,4
P083022,Passenger_83022,VIP,4
P083023,Passenger_83023,UNACCOMPANIED_MINOR,3
P083024,Passenger_83024,VIP,4
P083025,Passenger_83025,NORMAL,3
P083026,Passenger_83026,NORMAL,3
P083027,Passenger_83027,UNACCOMPANIED_MINOR,2
P083028,Passenger_83028,UNACCOMPANIED_MINOR,0
P083029,Passenger_83029,LOYALTY,1
P083030,Passenger_83030,UNACCOMPANIED_MINOR,4
P083031,Passenger_83031,UNACCOMPANIED_MINOR,0
P083032,Passenger_83032,NORMAL,4
P083033,Passenger_83033,NORMAL,1
P083034,Passenger_83034,UNACCOMPANIED_MINOR,3
P083035,Passenger_83035,LOYALTY,0
P083036,Passenger_83036,NORMAL,1
P083037,Passenger_83037,NORMAL,4
P083038,Passenger_83038,VIP,1
P083039,Passenger_83039,UNACCOMPANIED_MINOR,4
P083040,Passenger_83040,VIP,4
P083041,Passenger_83041,UNACCOMPANIED_MINOR,0
P083042,Passenger_83042,LOYALTY,1
