pnr_id,passenger_id,flight_id,seat_class
PNR085871,P085871,FL06081,BUSINESS
PNR085872,P085872,FL06239,ECONOMY
PNR085873,P085873,FL03477,BUSINESS
PNR085874,P085874,FL06608,FIRST
PNR085875,P085875,FL01103,ECONOMY
PNR085876,P085876,FL07973,ECONOMY
PNR085877,P085877,FL08319,BUSINESS
PNR085878,P085878,FL01783,FIRST
PNR085879,P085879,FL03928,BUSINESS
PNR085880,P085880,FL00437,BUSINESS
PNR085881,P085881,FL02267,FIRST
PNR085882,P085882,FL03636,ECONOMY
PNR085883,P085883,FL00237,FIRST
PNR085884,P085884,FL01100,ECONOMY
PNR085885,P085885,FL04508,FIRST
PNR085886,P085886,FL05536,ECONOMY
PNR085887,P085887,FL00503,BUSINESS
PNR085888,P085888,FL00126,FIRST
PNR085889,P085889,FL04356,FIRST
PNR085890,P085890,FL08005,ECONOMY
PNR085891,P085891,FL08884,BUSINESS
PNR085892,P085892,FL02518,FIRST
PNR085893,P085893,FL03469,FIRST
PNR085894,P085894,FL04629,FIRST
PNR085895,P085895,FL08637,FIRST
PNR085896,P085896,FL09291,ECONOMY
PNR085897,P085897,FL03958,ECONOMY
PNR085898,P085898,FL02104,BUSINESS
PNR085899,P085899,FL04278,ECONOMY
PNR085900,P085900,FL06390,FIRST
PNR085901,P085901,FL03822,ECONOMY
PNR085902,P085902,FL02855,BUSINESS
PNR085903,P085903,FL06715,ECONOMY
PNR085904,P085904,FL02767,ECONOMY
PNR085905,P085905,FL08037,FIRST
PNR085906,P085906,FL08085,ECONOMY
PNR085907,P085907,FL01015,FIRST
PNR085908,P085908,FL04912,FIRST
PNR085909,P085909,FL00260,BUSINESS
PNR085910,P085910,FL06453,ECONOMY
PNR085911,P085911,FL00732,BUSINESS
PNR085912,P085912,FL06104,ECONOMY
PNR085913,P085913,FL00228,BUSINESS
PNR085914,P085914,FL05908,FIRST
PNR085915,P085915,FL07271,FIRST
PNR085916,P085916,FL00543,FIRST
PNR085917,P085917,FL01435,BUSINESS
PNR085918,P085918,FL05045,BUSINESS
PNR085919,P085919,FL09739,FIRST
PNR085920,P085920,FL09769,ECONOMY
PNR085921,P085921,FL07763,FIRST
PNR085922,P085922,FL06266,FIRST
PNR085923,P085923,FL04462,ECONOMY
PNR085924,P085924,FL00626,BUSINESS
PNR085925,P085925,FL01700,ECONOMY
PNR085926,P085926,FL02693,FIRST
PNR085927,P085927,FL02517,ECONOMY
PNR085928,P085928,FL01096,BUSINESS
PNR085929,P085929,FL00595,BUSINESS
PNR085930,P085930,FL05876,FIRST
PNR085931,P085931,FL08198,FIRST
PNR085932,P085932,FL02569,BUSINESS
PNR085933,P085933,FL01056,BUSINESS
PNR085934,P085934,FL04462,FIRST
PNR085935,P085935,FL01707,BUSINESS
PNR085936,P085936,FL01069,BUSINESS
PNR085937,P085937,FL02116,BUSINESS
PNR085938,P085938,FL07495,FIRST
PNR085939,P085939,FL02929,BUSINESS
PNR085940,P085940,FL09976,BUSINESS
PNR085941,P085941,FL05570,FIRST
PNR085942,P085942,FL01886,FIRST
PNR085943,P085943,FL03854,BUSINESS
PNR085944,P085944,FL07307,BUSINESS
PNR085945,P085945,FL06512,ECONOMY
PNR085946,P085946,FL07164,ECONOMY
PNR085947,P085947,FL05117,FIRST
PNR085948,P085948,FL01365,BUSINESS
PNR085949,P085949,FL08196,FIRST
PNR085950,P085950,FL01524,FIRST
PNR085951,P085951,FL09532,BUSINESS
PNR085952,P085952,FL09940,FIRST
PNR085953,P085953,FL07893,ECONOMY
PNR085954,P085954,FL09019,FIRST
PNR085955,P085955,FL07466,ECONOMY
PNR085956,P085956,FL07376,FIRST
PNR085957,P085957,FL05289,ECONOMY
PNR085958,P085958,FL02520,FIRST
PNR085959,P085959,FL05656,BUSINESS
PNR085960,P085960,FL09067,FIRST
PNR085961,P085961,FL09999,BUSINESS
PNR085962,P085962,FL00966,FIRST
PNR085963,P085963,FL07028,FIRST
PNR085964,P085964,FL00326,FIRST
PNR085965,P085965,FL05084,BUSINESS
PNR085966,P085966,FL01320,BUSINESS
PNR085967,P085967,FL01071,ECONOMY
PNR085968,P085968,FL03185,BUSINESS
PNR085969,P085969,FL05122,FIRST
PNR085970,P085970,FL08171,ECONOMY
PNR085971,P085971,FL00170,FIRST
PNR085972,P085972,FL00008,FIRST
PNR085973,P085973,FL04513,FIRST
PNR085974,P085974,FL05141,BUSINESS
PNR085975,P085975,FL03421,BUSINESS
PNR085976,P085976,FL06202,BUSINESS
PNR085977,P085977,FL00184,ECONOMY
PNR085978,P085978,FL09411,BUSINESS
PNR085979,P085979,FL04065,FIRST
PNR085980,P085980,FL07375,BUSINESS
PNR085981,P085981,FL05325,BUSINESS
PNR085982,P085982,FL01658,FIRST
PNR085983,P085983,FL00252,BUSINESS
PNR085984,P085984,FL09013,BUSINESS
PNR085985,P085985,FL01415,FIRST
PNR085986,P085986,FL09166,FIRST
PNR085987,P085987,FL05247,ECONOMY
PNR085988,P085988,FL05053,ECONOMY
PNR085989,P085989,FL08985,FIRST
PNR085990,P085990,FL09761,FIRST
PNR085991,P085991,FL09393,BUSINESS
PNR085992,P085992,FL06439,BUSINESS
PNR085993,P085993,FL06111,FIRST
PNR085994,P085994,FL05834,BUSINESS
PNR085995,P085995,FL03518,ECONOMY
PNR085996,P085996,FL05365,FIRST
PNR085997,P085997,FL01091,ECONOMY
PNR085998,P085998,FL04909,FIRST
PNR085999,P085999,FL06018,FIRST
PNR086000,P086000,FL03745,BUSINESS
PNR086001,P086001,FL08678,BUSINESS
PNR086002,P086002,FL00525,BUSINESS
PNR086003,P086003,FL05277,ECONOMY
PNR086004,P086004,FL00901,ECONOMY
PNR086005,P086005,FL06282,FIRST
PNR086006,P086006,FL09893,BUSINESS
PNR086007,P086007,FL08835,ECONOMY
PNR086008,P086008,FL02745,ECONOMY
PNR086009,P086009,FL02069,FIRST
PNR086010,P086010,FL05680,FIRST
PNR086011,P086011,FL02185,ECONOMY
PNR086012,P086012,FL04027,FIRST
PNR086013,P086013,FL09979,ECONOMY
PNR086014,P086014,FL07547,FIRST
PNR086015,P086015,FL07185,FIRST
PNR086016,P086016,FL05994,BUSINESS
PNR086017,P086017,FL09222,ECONOMY
PNR086018,P086018,FL06113,BUSINESS
PNR086019,P086019,FL09266,BUSINESS
PNR086020,P086020,FL06992,ECONOMY
PNR086021,P086021,FL01279,BUSINESS
PNR086022,P086022,FL02131,FIRST
PNR086023,P086023,FL07502,ECONOMY
PNR086024,P086024,FL07337,BUSINESS
PNR086025,P086025,FL02761,ECONOMY
PNR086026,P086026,FL06246,BUSINESS
PNR086027,P086027,FL02223,FIRST
PNR086028,P086028,FL06593,ECONOMY
PNR086029,P086029,FL00796,ECONOMY
PNR086030,P086030,FL04657,BUSINESS
PNR086031,P086031,FL05937,FIRST
PNR086032,P086032,FL04159,ECONOMY
PNR086033,P086033,FL03051,BUSINESS
PNR086034,P086034,FL08656,FIRST
PNR086035,P086035,FL01846,BUSINESS
PNR086036,P086036,FL09309,FIRST
PNR086037,P086037,FL00386,ECONOMY
PNR086038,P086038,FL07071,ECONOMY
PNR086039,P086039,FL05281,FIRST
PNR086040,P086040,FL02335,ECONOMY
PNR086041,P086041,FL00078,ECONOMY
PNR086042,P086042,FL07586,BUSINESS
PNR086043,P086043,FL04393,ECONOMY
PNR086044,P086044,FL07946,FIRST
PNR086045,P086045,FL03224,FIRST
PNR086046,P086046,FL03568,ECONOMY
PNR086047,P086047,FL06610,FIRST
PNR086048,P086048,FL02517,ECONOMY
PNR086049,P086049,FL03829,ECONOMY
PNR086050,P086050,FL07442,FIRST
PNR086051,P086051,FL04924,FIRST
PNR086052,P086052,FL02774,ECONOMY
PNR086053,P086053,FL01551,BUSINESS
PNR086054,P086054,FL04166,ECONOMY
PNR086055,P086055,FL08166,ECONOMY
PNR086056,P086056,FL01175,FIRST
PNR086057,P086057,FL01400,BUSINESS
PNR086058,P086058,FL05400,BUSINESS
PNR086059,P086059,FL01354,BUSINESS
PNR086060,P086060,FL06586,ECONOMY
PNR086061,P086061,FL04946,FIRST
PNR086062,P086062,FL06779,FIRST
PNR086063,P086063,FL08655,BUSINESS
PNR086064,P086064,FL08890,FIRST
PNR086065,P086065,FL04093,FIRST
PNR086066,P086066,FL04804,BUSINESS
PNR086067,P086067,FL07937,FIRST
PNR086068,P086068,FL08678,ECONOMY
PNR086069,P086069,FL05142,ECONOMY
PNR086070,P086070,FL06242,ECONOMY
PNR086071,P086071,FL06236,FIRST
PNR086072,P086072,FL02415,BUSINESS
PNR086073,P086073,FL06665,BUSINESS
PNR086074,P086074,FL09433,ECONOMY
PNR086075,P086075,FL08910,FIRST
PNR086076,P086076,FL01774,FIRST
PNR086077,P086077,FL04641,BUSINESS
PNR086078,P086078,FL05325,BUSINESS
PNR086079,P086079,FL02022,FIRST
PNR086080,P086080,FL07341,ECONOMY
PNR086081,P086081,FL03349,ECONOMY
PNR086082,P086082,FL04632,BUSINESS
PNR086083,P086083,FL02021,BUSINESS
PNR086084,P086084,FL07014,BUSINESS
PNR086085,P086085,FL06840,FIRST
PNR086086,P086086,FL00805,ECONOMY
PNR086087,P086087,FL05459,ECONOMY
PNR086088,P086088,FL09339,ECONOMY
PNR086089,P086089,FL04637,BUSINESS
PNR086090,P086090,FL07951,FIRST
PNR086091,P086091,FL03967,ECONOMY
PNR086092,P086092,FL05726,FIRST
PNR086093,P086093,FL03301,FIRST
PNR086094,P086094,FL00070,ECONOMY
PNR086095,P086095,FL08445,BUSINESS
PNR086096,P086096,FL03253,FIRST
PNR086097,P086097,FL07962,BUSINESS
PNR086098,P086098,FL05181,FIRST
PNR086099,P086099,FL07545,BUSINESS
PNR086100,P086100,FL07588,ECONOMY
PNR086101,P086101,FL01819,BUSINESS
PNR086102,P086102,FL00997,BUSINESS
PNR086103,P086103,FL01746,FIRST
PNR086104,P086104,FL03244,FIRST
PNR086105,P086105,FL00435,BUSINESS
PNR086106,P086106,FL08672,BUSINESS
PNR086107,P086107,FL02507,ECONOMY
PNR086108,P086108,FL08667,BUSINESS
PNR086109,P086109,FL04562,ECONOMY
PNR086110,P086110,FL02819,ECONOMY
PNR086111,P086111,FL08897,BUSINESS
PNR086112,P086112,FL03051,ECONOMY
PNR086113,P086113,FL07708,FIRST
PNR086114,P086114,FL03802,FIRST
PNR086115,P086115,FL03241,FIRST
PNR086116,P086116,FL04813,BUSINESS
PNR086117,P086117,FL09728,BUSINESS
PNR086118,P086118,FL00650,ECONOMY
PNR086119,P086119,FL06592,FIRST
PNR086120,P086120,FL09519,BUSINESS
PNR086121,P086121,FL06113,ECONOMY
PNR086122,P086122,FL07951,BUSINESS
PNR086123,P086123,FL09035,FIRST
PNR086124,P086124,FL00553,ECONOMY
PNR086125,P086125,FL01877,FIRST
PNR086126,P086126,FL07659,BUSINESS
PNR086127,P086127,FL00368,FIRST
PNR086128,P086128,FL01978,FIRST
PNR086129,P086129,FL00807,FIRST
PNR086130,P086130,FL04601,FIRST
PNR086131,P086131,FL07173,BUSINESS
PNR086132,P086132,FL00615,FIRST
PNR086133,P086133,FL06609,FIRST
PNR086134,P086134,FL08022,ECONOMY
PNR086135,P086135,FL08996,BUSINESS
PNR086136,P086136,FL05427,BUSINESS
PNR086137,P086137,FL04726,FIRST
PNR086138,P086138,FL00072,BUSINESS
PNR086139,P086139,FL05521,BUSINESS
PNR086140,P086140,FL09242,BUSINESS
PNR086141,P086141,FL00718,FIRST
PNR086142,P086142,FL03027,FIRST
PNR086143,P086143,FL05053,BUSINESS
PNR086144,P086144,FL01615,ECONOMY
PNR086145,P086145,FL08863,ECONOMY
PNR086146,P086146,FL00570,ECONOMY
PNR086147,P086147,FL06758,FIRST
PNR086148,P086148,FL06482,BUSINESS
PNR086149,P086149,FL05804,ECONOMY
PNR086150,P086150,FL04538,BUSINESS
PNR086151,P086151,FL05407,BUSINESS
PNR086152,P086152,FL00204,ECONOMY
PNR086153,P086153,FL08997,FIRST
PNR086154,P086154,FL03686,BUSINESS
PNR086155,P086155,FL01549,FIRST
PNR086156,P086156,FL09496,FIRST
PNR086157,P086157,FL05388,BUSINESS
PNR086158,P086158,FL01826,ECONOMY
PNR086159,P086159,FL06710,FIRST
PNR086160,P086160,FL03596,FIRST
PNR086161,P086161,FL05665,FIRST
PNR086162,P086162,FL08767,ECONOMY
PNR086163,P086163,FL00672,ECONOMY
PNR086164,P086164,FL08488,FIRST
PNR086165,P086165,FL08674,ECONOMY
PNR086166,P086166,FL05872,BUSINESS
PNR086167,P086167,FL02958,FIRST
PNR086168,P086168,FL09341,ECONOMY
PNR086169,P086169,FL01593,BUSINESS
PNR086170,P086170,FL09220,FIRST
PNR086171,P086171,FL07395,FIRST
PNR086172,P086172,FL08360,BUSINESS
PNR086173,P086173,FL01861,ECONOMY
PNR086174,P086174,FL02475,FIRST
PNR086175,P086175,FL05153,BUSINESS
PNR086176,P086176,FL05626,BUSINESS
PNR086177,P086177,FL04531,FIRST
PNR086178,P086178,FL05577,BUSINESS
PNR086179,P086179,FL03776,ECONOMY
PNR086180,P086180,FL03738,FIRST
PNR086181,P086181,FL05203,BUSINESS
PNR086182,P086182,FL03648,FIRST
PNR086183,P086183,FL01644,ECONOMY
PNR086184,P086184,FL02993,ECONOMY
PNR086185,P086185,FL00748,ECONOMY
PNR086186,P086186,FL09003,ECONOMY
PNR086187,P086187,FL00737,ECONOMY
PNR086188,P086188,FL04312,FIRST
PNR086189,P086189,FL03292,ECONOMY
PNR086190,P086190,FL02720,FIRST
PNR086191,P086191,FL02867,ECONOMY
PNR086192,P086192,FL05258,ECONOMY
PNR086193,P086193,FL01364,BUSINESS
PNR086194,P086194,FL06525,BUSINESS
PNR086195,P086195,FL07431,BUSINESS
PNR086196,P086196,FL03311,ECONOMY
PNR086197,P086197,FL01936,BUSINESS
PNR086198,P086198,FL06635,BUSINESS
PNR086199,P086199,FL05214,BUSINESS
PNR086200,P086200,FL09326,FIRST
PNR086201,P086201,FL03936,BUSINESS
PNR086202,P086202,FL04504,FIRST
PNR086203,P086203,FL03459,BUSINESS
PNR086204,P086204,FL01575,BUSINESS
PNR086205,P086205,FL07918,FIRST
PNR086206,P086206,FL08996,FIRST
PNR086207,P086207,FL02234,BUSINESS
PNR086208,P086208,FL05988,FIRST
PNR086209,P086209,FL08524,BUSINESS
PNR086210,P086210,FL09055,BUSINESS
PNR086211,P086211,FL07363,FIRST
PNR086212,P086212,FL09742,BUSINESS
PNR086213,P086213,FL07687,ECONOMY
PNR086214,P086214,FL04018,FIRST
PNR086215,P086215,FL06376,BUSINESS
PNR086216,P086216,FL09946,FIRST
PNR086217,P086217,FL04497,ECONOMY
PNR086218,P086218,FL04553,BUSINESS
PNR086219,P086219,FL04501,FIRST
PNR086220,P086220,FL06117,FIRST
PNR086221,P086221,FL09630,BUSINESS
PNR086222,P086222,FL08493,ECONOMY
PNR086223,P086223,FL02704,ECONOMY
PNR086224,P086224,FL00358,ECONOMY
PNR086225,P086225,FL08661,FIRST
PNR086226,P086226,FL01098,ECONOMY
PNR086227,P086227,FL05464,BUSINESS
PNR086228,P086228,FL04100,ECONOMY
PNR086229,P086229,FL02253,ECONOMY
PNR086230,P086230,FL00225,ECONOMY
PNR086231,P086231,FL04125,BUSINESS
PNR086232,P086232,FL09209,ECONOMY
PNR086233,P086233,FL00159,BUSINESS
PNR086234,P086234,FL02408,FIRST
PNR086235,P086235,FL03102,ECONOMY
PNR086236,P086236,FL04509,BUSINESS
PNR086237,P086237,FL04820,ECONOMY
PNR086238,P086238,FL03503,ECONOMY
PNR086239,P086239,FL04077,BUSINESS
PNR086240,P086240,FL05329,FIRST
PNR086241,P086241,FL00975,BUSINESS
PNR086242,P086242,FL05943,ECONOMY
PNR086243,P086243,FL01041,BUSINESS
PNR086244,P086244,FL09389,ECONOMY
PNR086245,P086245,FL05868,FIRST
PNR086246,P086246,FL04295,FIRST
PNR086247,P086247,FL04008,ECONOMY
PNR086248,P086248,FL06550,BUSINESS
PNR086249,P086249,FL09731,ECONOMY
PNR086250,P086250,FL02339,BUSINESS
PNR086251,P086251,FL03861,ECONOMY
PNR086252,P086252,FL05982,ECONOMY
PNR086253,P086253,FL05888,BUSINESS
PNR086254,P086254,FL00193,BUSINESS
PNR086255,P086255,FL02648,ECONOMY
PNR086256,P086256,FL01111,BUSINESS
PNR086257,P086257,FL07868,ECONOMY
PNR086258,P086258,FL03584,FIRST
PNR086259,P086259,FL06852,FIRST
PNR086260,P086260,FL08912,BUSINESS
PNR086261,P086261,FL00161,FIRST
PNR086262,P086262,FL08029,ECONOMY
PNR086263,P086263,FL00954,FIRST
PNR086264,P086264,FL07987,BUSINESS
PNR086265,P086265,FL09719,BUSINESS
PNR086266,P086266,FL06545,FIRST
PNR086267,P086267,FL06765,FIRST
PNR086268,P086268,FL01614,ECONOMY
PNR086269,P086269,FL07904,ECONOMY
PNR086270,P086270,FL05549,BUSINESS
PNR086271,P086271,FL05266,ECONOMY
PNR086272,P086272,FL04867,ECONOMY
PNR086273,P086273,FL06076,FIRST
PNR086274,P086274,FL05168,FIRST
PNR086275,P086275,FL03073,FIRST
PNR086276,P086276,FL01198,FIRST
PNR086277,P086277,FL06638,BUSINESS
PNR086278,P086278,FL09263,FIRST
PNR086279,P086279,FL05076,ECONOMY
PNR086280,P086280,FL03415,BUSINESS
PNR086281,P086281,FL06781,FIRST
PNR086282,P086282,FL03029,BUSINESS
PNR086283,P086283,FL02575,ECONOMY
PNR086284,P086284,FL07780,ECONOMY
PNR086285,P086285,FL08060,ECONOMY
PNR086286,P086286,FL08349,BUSINESS
PNR086287,P086287,FL05295,FIRST
PNR086288,P086288,FL00147,ECONOMY
PNR086289,P086289,FL01876,FIRST
PNR086290,P086290,FL06820,ECONOMY
PNR086291,P086291,FL00432,FIRST
PNR086292,P086292,FL09891,FIRST
PNR086293,P086293,FL08476,FIRST
PNR086294,P086294,FL02639,BUSINESS
PNR086295,P086295,FL02638,ECONOMY
PNR086296,P086296,FL08330,BUSINESS
PNR086297,P086297,FL00162,FIRST
PNR086298,P086298,FL03822,FIRST
PNR086299,P086299,FL08056,ECONOMY
PNR086300,P086300,FL08665,BUSINESS
PNR086301,P086301,FL00515,ECONOMY
PNR086302,P086302,FL03969,ECONOMY
PNR086303,P086303,FL08866,FIRST
PNR086304,P086304,FL03926,ECONOMY
PNR086305,P086305,FL07165,ECONOMY
PNR086306,P086306,FL01173,BUSINESS
PNR086307,P086307,FL04774,ECONOMY
PNR086308,P086308,FL01304,ECONOMY
PNR086309,P086309,FL03040,FIRST
PNR086310,P086310,FL02582,ECONOMY
PNR086311,P086311,FL04672,FIRST
PNR086312,P086312,FL06267,BUSINESS
PNR086313,P086313,FL05012,FIRST
PNR086314,P086314,FL06992,BUSINESS
PNR086315,P086315,FL04092,BUSINESS
PNR086316,P086316,FL05741,ECONOMY
PNR086317,P086317,FL07353,FIRST
PNR086318,P086318,FL09573,FIRST
PNR086319,P086319,FL07073,FIRST
PNR086320,P086320,FL08578,ECONOMY
PNR086321,P086321,FL04100,BUSINESS
PNR086322,P086322,FL04618,BUSINESS
PNR086323,P086323,FL09878,BUSINESS
PNR086324,P086324,FL05867,BUSINESS
PNR086325,P086325,FL02414,BUSINESS
PNR086326,P086326,FL03754,ECONOMY
PNR086327,P086327,FL08006,BUSINESS
PNR086328,P086328,FL01078,BUSINESS
PNR086329,P086329,FL02887,FIRST
PNR086330,P086330,FL07175,ECONOMY
PNR086331,P086331,FL02941,ECONOMY
PNR086332,P086332,FL03554,ECONOMY
PNR086333,P086333,FL05036,ECONOMY
PNR086334,P086334,FL01299,FIRST
PNR086335,P086335,FL08729,BUSINESS
PNR086336,P086336,FL07300,BUSINESS
PNR086337,P086337,FL04919,ECONOMY
PNR086338,P086338,FL00972,ECONOMY
PNR086339,P086339,FL06693,BUSINESS
PNR086340,P086340,FL03838,FIRST
PNR086341,P086341,FL00241,BUSINESS
PNR086342,P086342,FL08418,FIRST
PNR086343,P086343,FL05927,BUSINESS
PNR086344,P086344,FL06513,ECONOMY
PNR086345,P086345,FL04460,FIRST
PNR086346,P086346,FL06466,FIRST
PNR086347,P086347,FL04849,FIRST
PNR086348,P086348,FL01970,FIRST
PNR086349,P086349,FL06267,FIRST
PNR086350,P086350,FL02927,BUSINESS
PNR086351,P086351,FL06643,FIRST
PNR086352,P086352,FL04339,BUSINESS
PNR086353,P086353,FL07370,ECONOMY
PNR086354,P086354,FL08378,ECONOMY
PNR086355,P086355,FL08061,FIRST
PNR086356,P086356,FL08311,FIRST
PNR086357,P086357,FL01577,BUSINESS
PNR086358,P086358,FL06531,ECONOMY
PNR086359,P086359,FL03948,BUSINESS
PNR086360,P086360,FL03994,FIRST
PNR086361,P086361,FL00998,ECONOMY
PNR086362,P086362,FL06630,BUSINESS
PNR086363,P086363,FL02843,BUSINESS
PNR086364,P086364,FL05525,FIRST
PNR086365,P086365,FL01605,ECONOMY
PNR086366,P086366,FL09987,FIRST
PNR086367,P086367,FL07429,FIRST
PNR086368,P086368,FL06070,ECONOMY
PNR086369,P086369,FL06314,FIRST
PNR086370,P086370,FL06450,ECONOMY
PNR086371,P086371,FL08822,ECONOMY
PNR086372,P086372,FL03854,FIRST
PNR086373,P086373,FL03476,FIRST
PNR086374,P086374,FL01580,FIRST
PNR086375,P086375,FL05543,BUSINESS
PNR086376,P086376,FL00165,FIRST
PNR086377,P086377,FL05916,BUSINESS
PNR086378,P086378,FL07964,BUSINESS
PNR086379,P086379,FL08573,BUSINESS
PNR086380,P086380,FL04518,FIRST
PNR086381,P086381,FL07642,FIRST
PNR086382,P086382,FL04534,ECONOMY
PNR086383,P086383,FL08098,FIRST
PNR086384,P086384,FL03111,BUSINESS
PNR086385,P086385,FL06886,ECONOMY
PNR086386,P086386,FL05571,BUSINESS
PNR086387,P086387,FL06619,FIRST
PNR086388,P086388,FL02180,ECONOMY
PNR086389,P086389,FL02852,BUSINESS
PNR086390,P086390,FL00945,BUSINESS
PNR086391,P086391,FL05721,FIRST
PNR086392,P086392,FL03607,FIRST
PNR086393,P086393,FL00110,ECONOMY
PNR086394,P086394,FL07269,ECONOMY
PNR086395,P086395,FL08098,ECONOMY
PNR086396,P086396,FL07872,FIRST
PNR086397,P086397,FL05569,FIRST
PNR086398,P086398,FL08474,ECONOMY
PNR086399,P086399,FL00889,BUSINESS
PNR086400,P086400,FL05057,FIRST
PNR086401,P086401,FL08286,ECONOMY
PNR086402,P086402,FL05765,ECONOMY
PNR086403,P086403,FL00703,BUSINESS
PNR086404,P086404,FL04711,FIRST
PNR086405,P086405,FL03909,FIRST
PNR086406,P086406,FL00303,ECONOMY
PNR086407,P086407,FL04653,BUSINESS
PNR086408,P086408,FL09615,BUSINESS
PNR086409,P086409,FL06497,FIRST
PNR086410,P086410,FL08424,ECONOMY
PNR086411,P086411,FL07019,FIRST
PNR086412,P086412,FL05605,FIRST
PNR086413,P086413,FL04189,BUSINESS
PNR086414,P086414,FL09800,ECONOMY
PNR086415,P086415,FL02490,BUSINESS
PNR086416,P086416,FL00889,BUSINESS
PNR086417,P086417,FL02670,FIRST
PNR086418,P086418,FL09323,BUSINESS
PNR086419,P086419,FL04699,FIRST
PNR086420,P086420,FL06997,BUSINESS
PNR086421,P086421,FL00243,ECONOMY
PNR086422,P086422,FL00984,BUSINESS
PNR086423,P086423,FL00212,FIRST
PNR086424,P086424,FL04012,FIRST
PNR086425,P086425,FL00556,BUSINESS
PNR086426,P086426,FL09873,ECONOMY
PNR086427,P086427,FL09367,BUSINESS
PNR086428,P086428,FL02365,BUSINESS
PNR086429,P086429,FL02325,BUSINESS
PNR086430,P086430,FL07936,ECONOMY
PNR086431,P086431,FL03259,ECONOMY
PNR086432,P086432,FL09225,BUSINESS
PNR086433,P086433,FL02230,FIRST
PNR086434,P086434,FL01807,FIRST
PNR086435,P086435,FL05458,ECONOMY
PNR086436,P086436,FL07947,ECONOMY
PNR086437,P086437,FL01924,ECONOMY
PNR086438,P086438,FL07244,FIRST
PNR086439,P086439,FL00202,FIRST
PNR086440,P086440,FL08483,ECONOMY
PNR086441,P086441,FL02058,ECONOMY
PNR086442,P086442,FL04296,BUSINESS
PNR086443,P086443,FL04273,BUSINESS
PNR086444,P086444,FL01508,FIRST
PNR086445,P086445,FL08823,FIRST
PNR086446,P086446,FL09560,BUSINESS
PNR086447,P086447,FL08305,BUSINESS
PNR086448,P086448,FL01601,BUSINESS
PNR086449,P086449,FL03517,ECONOMY
PNR086450,P086450,FL02797,ECONOMY
PNR086451,P086451,FL07970,ECONOMY
PNR086452,P086452,FL05252,ECONOMY
PNR086453,P086453,FL08951,FIRST
PNR086454,P086454,FL09575,BUSINESS
PNR086455,P086455,FL07578,BUSINESS
PNR086456,P086456,FL06844,BUSINESS
PNR086457,P086457,FL08277,BUSINESS
PNR086458,P086458,FL08266,BUSINESS
PNR086459,P086459,FL04924,FIRST
PNR086460,P086460,FL00145,FIRST
PNR086461,P086461,FL07260,BUSINESS
PNR086462,P086462,FL06769,BUSINESS
PNR086463,P086463,FL04447,ECONOMY
PNR086464,P086464,FL01944,FIRST
PNR086465,P086465,FL01861,ECONOMY
PNR086466,P086466,FL09812,ECONOMY
PNR086467,P086467,FL04997,ECONOMY
PNR086468,P086468,FL00943,BUSINESS
PNR086469,P086469,FL03498,FIRST
PNR086470,P086470,FL00600,FIRST
PNR086471,P086471,FL00766,FIRST
PNR086472,P086472,FL06184,FIRST
PNR086473,P086473,FL01772,FIRST
PNR086474,P086474,FL02660,FIRST
PNR086475,P086475,FL00693,ECONOMY
PNR086476,P086476,FL08702,BUSINESS
PNR086477,P086477,FL02348,FIRST
PNR086478,P086478,FL02532,FIRST
PNR086479,P086479,FL02851,BUSINESS
PNR086480,P086480,FL05724,BUSINESS
PNR086481,P086481,FL07494,FIRST
PNR086482,P086482,FL04991,ECONOMY
PNR086483,P086483,FL00045,FIRST
PNR086484,P086484,FL02609,FIRST
PNR086485,P086485,FL01751,FIRST
PNR086486,P086486,FL03201,BUSINESS
PNR086487,P086487,FL08954,ECONOMY
PNR086488,P086488,FL08524,ECONOMY
PNR086489,P086489,FL08697,FIRST
PNR086490,P086490,FL03585,ECONOMY
PNR086491,P086491,FL02441,BUSINESS
PNR086492,P086492,FL07161,FIRST
PNR086493,P086493,FL04889,ECONOMY
PNR086494,P086494,FL08736,BUSINESS
PNR086495,P086495,FL04211,BUSINESS
PNR086496,P086496,FL00152,FIRST
PNR086497,P086497,FL08699,BUSINESS
PNR086498,P086498,FL07380,BUSINESS
PNR086499,P086499,FL07206,BUSINESS
PNR086500,P086500,FL02600,ECONOMY
PNR086501,P086501,FL01936,BUSINESS
PNR086502,P086502,FL00814,ECONOMY
PNR086503,P086503,FL08511,ECONOMY
PNR086504,P086504,FL07336,FIRST
PNR086505,P086505,FL02761,ECONOMY
PNR086506,P086506,FL02746,BUSINESS
PNR086507,P086507,FL06604,BUSINESS
PNR086508,P086508,FL02279,BUSINESS
PNR086509,P086509,FL03346,ECONOMY
PNR086510,P086510,FL09276,FIRST
PNR086511,P086511,FL08597,ECONOMY
PNR086512,P086512,FL01345,BUSINESS
PNR086513,P086513,FL04870,ECONOMY
PNR086514,P086514,FL02753,BUSINESS
PNR086515,P086515,FL06095,ECONOMY
PNR086516,P086516,FL04879,ECONOMY
PNR086517,P086517,FL02489,ECONOMY
PNR086518,P086518,FL02192,FIRST
PNR086519,P086519,FL08264,ECONOMY
PNR086520,P086520,FL04549,FIRST
PNR086521,P086521,FL02613,FIRST
PNR086522,P086522,FL06090,BUSINESS
PNR086523,P086523,FL04035,FIRST
PNR086524,P086524,FL02184,FIRST
PNR086525,P086525,FL03538,ECONOMY
PNR086526,P086526,FL08994,ECONOMY
